Loan #,Loan Type,Balance,Rate,Term,Asset,Asset Value
8430,FixedMortgage,442000,0.0275,240,PrimaryHome,442000
8431,FixedMortgage,123000,0.0275,240,PrimaryHome,123000
8432,FixedMortgage,267000,0.02875,240,PrimaryHome,267000
8433,FixedMortgage,304000,0.0299,240,PrimaryHome,304000
8434,FixedMortgage,360000,0.0275,240,PrimaryHome,360000
8435,FixedMortgage,341000,0.0299,240,PrimaryHome,341000
8436,FixedMortgage,470000,0.02875,240,PrimaryHome,470000
8437,FixedMortgage,262000,0.0275,240,PrimaryHome,262000
8438,FixedMortgage,167000,0.0275,240,PrimaryHome,167000
8439,FixedMortgage,267000,0.02875,240,PrimaryHome,267000
8440,FixedMortgage,428000,0.02875,240,PrimaryHome,428000
8441,FixedMortgage,100000,0.02875,240,PrimaryHome,100000
8442,FixedMortgage,352000,0.0275,240,PrimaryHome,352000
8443,FixedMortgage,261000,0.0299,240,PrimaryHome,261000
8444,FixedMortgage,380000,0.02875,240,PrimaryHome,380000
8445,FixedMortgage,161000,0.0275,240,PrimaryHome,162000
8446,FixedMortgage,150000,0.0299,240,PrimaryHome,150000
8447,FixedMortgage,174000,0.02875,240,PrimaryHome,174000
8448,FixedMortgage,386000,0.0275,240,PrimaryHome,386000
8449,FixedMortgage,233000,0.0275,240,PrimaryHome,233000
8450,FixedMortgage,340000,0.02875,240,PrimaryHome,340000
8451,FixedMortgage,443000,0.02875,240,PrimaryHome,443000
8452,FixedMortgage,273000,0.0299,240,PrimaryHome,273000
8453,FixedMortgage,271000,0.0275,228,PrimaryHome,271000
8454,FixedMortgage,340000,0.02875,240,PrimaryHome,340000
8455,FixedMortgage,154000,0.0299,240,PrimaryHome,154000
8456,FixedMortgage,207000,0.0299,240,PrimaryHome,207000
8457,FixedMortgage,355000,0.0299,240,PrimaryHome,355000
8458,FixedMortgage,205000,0.0299,240,PrimaryHome,205000
8459,FixedMortgage,99000,0.02875,240,PrimaryHome,99000
8460,FixedMortgage,297000,0.0275,240,PrimaryHome,297000
8461,FixedMortgage,78000,0.0299,240,PrimaryHome,78000
8462,FixedMortgage,200000,0.0275,240,PrimaryHome,200000
8463,FixedMortgage,268000,0.0299,240,PrimaryHome,268000
8464,FixedMortgage,216000,0.02875,240,PrimaryHome,216000
8465,FixedMortgage,259000,0.0275,240,PrimaryHome,259000
8466,FixedMortgage,290000,0.0275,240,PrimaryHome,290000
8467,FixedMortgage,93000,0.0275,240,PrimaryHome,93000
8468,FixedMortgage,97000,0.03125,240,PrimaryHome,97000
8469,FixedMortgage,217000,0.02875,240,PrimaryHome,217000
8470,FixedMortgage,434000,0.0275,240,PrimaryHome,434000
8471,FixedMortgage,100000,0.02875,240,PrimaryHome,100000
8472,FixedMortgage,116000,0.02875,240,PrimaryHome,116000
8473,FixedMortgage,444000,0.0275,240,PrimaryHome,444000
8474,FixedMortgage,162000,0.02875,240,PrimaryHome,162000
8475,FixedMortgage,426000,0.0275,240,PrimaryHome,426000
8476,FixedMortgage,171000,0.02875,240,PrimaryHome,171000
8477,FixedMortgage,703000,0.02625,240,PrimaryHome,703000
8478,FixedMortgage,284000,0.02875,240,PrimaryHome,284000
8479,FixedMortgage,159000,0.02875,240,PrimaryHome,159000
8480,FixedMortgage,95000,0.0299,240,PrimaryHome,95000
8481,FixedMortgage,330000,0.0275,240,PrimaryHome,330000
8482,FixedMortgage,160000,0.0299,240,PrimaryHome,160000
8483,FixedMortgage,137000,0.0275,240,PrimaryHome,137000
8484,FixedMortgage,198000,0.02875,240,PrimaryHome,198000
8485,FixedMortgage,171000,0.0275,240,PrimaryHome,171000
8486,FixedMortgage,220000,0.02875,240,PrimaryHome,220000
8487,FixedMortgage,263000,0.02875,240,PrimaryHome,263000
8488,FixedMortgage,202000,0.0275,240,PrimaryHome,202000
8489,FixedMortgage,650000,0.0299,240,PrimaryHome,650000
8490,FixedMortgage,321000,0.0275,240,PrimaryHome,321000
8491,FixedMortgage,308000,0.02875,240,PrimaryHome,308000
8492,FixedMortgage,200000,0.0299,240,PrimaryHome,200000
8493,FixedMortgage,107000,0.0299,240,PrimaryHome,107000
8494,FixedMortgage,75000,0.0275,240,PrimaryHome,75000
8495,FixedMortgage,112000,0.0299,240,PrimaryHome,112000
8496,FixedMortgage,150000,0.0299,240,PrimaryHome,150000
8497,FixedMortgage,447000,0.0275,240,PrimaryHome,448000
8498,FixedMortgage,102000,0.0299,240,PrimaryHome,102000
8499,FixedMortgage,89000,0.0275,240,PrimaryHome,89000
8500,FixedMortgage,403000,0.0275,240,PrimaryHome,404000
8501,FixedMortgage,180000,0.0299,240,PrimaryHome,180000
8502,FixedMortgage,187000,0.0299,240,PrimaryHome,187000
8503,FixedMortgage,709000,0.0275,240,PrimaryHome,713000
8504,FixedMortgage,274000,0.0275,240,PrimaryHome,274000
8505,FixedMortgage,297000,0.0275,240,PrimaryHome,297000
8506,FixedMortgage,220000,0.0275,240,PrimaryHome,220000
8507,FixedMortgage,334000,0.0275,240,PrimaryHome,334000
8508,FixedMortgage,158000,0.0299,240,PrimaryHome,158000
8509,FixedMortgage,256000,0.0275,240,PrimaryHome,256000
8510,FixedMortgage,325000,0.0275,228,PrimaryHome,325000
8511,FixedMortgage,239000,0.0275,240,PrimaryHome,239000
8512,FixedMortgage,710000,0.02625,240,PrimaryHome,716000
8513,FixedMortgage,195000,0.02875,240,PrimaryHome,195000
8514,FixedMortgage,271000,0.02875,240,PrimaryHome,271000
8515,FixedMortgage,160000,0.0299,240,PrimaryHome,160000
8516,FixedMortgage,325000,0.0275,240,PrimaryHome,325000
8517,FixedMortgage,301000,0.0275,240,PrimaryHome,301000
8518,FixedMortgage,208000,0.02875,240,PrimaryHome,208000
8519,FixedMortgage,158000,0.0299,240,PrimaryHome,158000
8520,FixedMortgage,551000,0.0299,240,PrimaryHome,551000
8521,FixedMortgage,100000,0.0299,240,PrimaryHome,100000
8522,FixedMortgage,199000,0.0275,240,PrimaryHome,199000
8523,FixedMortgage,201000,0.02875,240,PrimaryHome,201000
8524,FixedMortgage,508000,0.0275,240,PrimaryHome,508000
8525,FixedMortgage,280000,0.02875,228,PrimaryHome,280000
8526,FixedMortgage,308000,0.0275,240,PrimaryHome,308000
8527,FixedMortgage,152000,0.0299,240,PrimaryHome,152000
8528,FixedMortgage,165000,0.0299,240,PrimaryHome,165000
8529,FixedMortgage,179000,0.02875,240,PrimaryHome,179000
8530,FixedMortgage,298000,0.0275,240,PrimaryHome,298000
8531,FixedMortgage,178000,0.0275,240,PrimaryHome,178000
8532,FixedMortgage,272000,0.0299,240,PrimaryHome,272000
8533,FixedMortgage,320000,0.02875,240,PrimaryHome,320000
8534,FixedMortgage,150000,0.0299,240,PrimaryHome,150000
8535,FixedMortgage,360000,0.0275,240,PrimaryHome,360000
8536,FixedMortgage,144000,0.0299,240,PrimaryHome,144000
8537,FixedMortgage,106000,0.03125,240,PrimaryHome,106000
8538,FixedMortgage,195000,0.03125,240,PrimaryHome,195000
8539,FixedMortgage,353000,0.0275,240,PrimaryHome,358000
8540,FixedMortgage,280000,0.02875,240,PrimaryHome,280000
8541,FixedMortgage,232000,0.02875,240,PrimaryHome,232000
8542,FixedMortgage,255000,0.0275,240,PrimaryHome,255000
8543,FixedMortgage,293000,0.0299,240,PrimaryHome,293000
8544,FixedMortgage,379000,0.02875,240,PrimaryHome,379000
8545,FixedMortgage,245000,0.0275,240,PrimaryHome,245000
8546,FixedMortgage,169000,0.0275,240,PrimaryHome,169000
8547,FixedMortgage,243000,0.0299,240,PrimaryHome,243000
8548,FixedMortgage,199000,0.03125,240,PrimaryHome,199000
8549,FixedMortgage,113000,0.0275,240,PrimaryHome,113000
8550,FixedMortgage,239000,0.03125,216,PrimaryHome,239000
8551,FixedMortgage,90000,0.03125,240,PrimaryHome,90000
8552,FixedMortgage,336000,0.02875,240,PrimaryHome,336000
8553,FixedMortgage,243000,0.0299,240,PrimaryHome,243000
8554,FixedMortgage,207000,0.0299,240,PrimaryHome,207000
8555,FixedMortgage,290000,0.0275,240,PrimaryHome,290000
8556,FixedMortgage,258000,0.0275,240,PrimaryHome,258000
8557,FixedMortgage,190000,0.0299,240,PrimaryHome,190000
8558,FixedMortgage,376000,0.02875,240,PrimaryHome,376000
8559,FixedMortgage,219000,0.0299,240,PrimaryHome,219000
8560,FixedMortgage,236000,0.0275,240,PrimaryHome,236000
8561,FixedMortgage,297000,0.0275,240,PrimaryHome,297000
8562,FixedMortgage,321000,0.02875,240,PrimaryHome,321000
8563,FixedMortgage,253000,0.03125,240,PrimaryHome,254000
8564,FixedMortgage,362000,0.0275,192,PrimaryHome,362000
8565,FixedMortgage,453000,0.0275,240,PrimaryHome,453000
8566,FixedMortgage,175000,0.02875,240,PrimaryHome,175000
8567,FixedMortgage,396000,0.0275,204,PrimaryHome,396000
8568,FixedMortgage,335000,0.02875,240,PrimaryHome,335000
8569,FixedMortgage,433000,0.0275,240,PrimaryHome,433000
8570,FixedMortgage,458000,0.0275,240,PrimaryHome,459000
8571,FixedMortgage,137000,0.0299,240,PrimaryHome,137000
8572,FixedMortgage,561000,0.02875,240,PrimaryHome,561000
8573,FixedMortgage,93000,0.02875,240,PrimaryHome,93000
8574,FixedMortgage,283000,0.0275,240,PrimaryHome,283000
8575,FixedMortgage,419000,0.0275,240,PrimaryHome,420000
8576,FixedMortgage,162000,0.0275,240,PrimaryHome,162000
8577,FixedMortgage,135000,0.0299,240,PrimaryHome,135000
8578,FixedMortgage,274000,0.02875,228,PrimaryHome,274000
8579,FixedMortgage,690000,0.0275,240,PrimaryHome,690000
8580,FixedMortgage,437000,0.0299,240,PrimaryHome,437000
8581,FixedMortgage,493000,0.02875,240,PrimaryHome,494000
8582,FixedMortgage,240000,0.02875,240,PrimaryHome,240000
8583,FixedMortgage,110000,0.0299,204,PrimaryHome,110000
8584,FixedMortgage,235000,0.0275,240,PrimaryHome,235000
8585,FixedMortgage,166000,0.02875,240,PrimaryHome,166000
8586,FixedMortgage,195000,0.0275,240,PrimaryHome,195000
8587,FixedMortgage,238000,0.0275,240,PrimaryHome,238000
8588,FixedMortgage,385000,0.0275,240,PrimaryHome,385000
8589,FixedMortgage,171000,0.02875,204,PrimaryHome,171000
8590,FixedMortgage,168000,0.0299,240,PrimaryHome,168000
8591,FixedMortgage,219000,0.02875,240,PrimaryHome,219000
8592,FixedMortgage,200000,0.0299,204,PrimaryHome,200000
8593,FixedMortgage,223000,0.02875,240,PrimaryHome,223000
8594,FixedMortgage,205000,0.0299,240,PrimaryHome,205000
8595,FixedMortgage,138000,0.02875,240,PrimaryHome,138000
8596,FixedMortgage,374000,0.02875,240,PrimaryHome,374000
8597,FixedMortgage,334000,0.0275,240,PrimaryHome,334000
8598,FixedMortgage,279000,0.02875,240,PrimaryHome,279000
8599,FixedMortgage,255000,0.02875,240,PrimaryHome,255000
8600,FixedMortgage,129000,0.0275,240,PrimaryHome,129000
8601,FixedMortgage,180000,0.0275,240,PrimaryHome,180000
8602,FixedMortgage,180000,0.0275,240,PrimaryHome,180000
8603,FixedMortgage,134000,0.0299,240,PrimaryHome,134000
8604,FixedMortgage,109000,0.0299,240,PrimaryHome,109000
8605,FixedMortgage,198000,0.02875,240,PrimaryHome,198000
8606,FixedMortgage,602000,0.02875,240,PrimaryHome,602000
8607,FixedMortgage,378000,0.02875,240,PrimaryHome,378000
8608,FixedMortgage,576000,0.0275,240,PrimaryHome,576000
8609,FixedMortgage,184000,0.02875,240,PrimaryHome,184000
8610,FixedMortgage,260000,0.0299,240,PrimaryHome,260000
8611,FixedMortgage,153000,0.02875,240,PrimaryHome,153000
8612,FixedMortgage,280000,0.0299,240,PrimaryHome,280000
8613,FixedMortgage,159000,0.02875,240,PrimaryHome,159000
8614,FixedMortgage,117000,0.0299,240,PrimaryHome,117000
8615,FixedMortgage,254000,0.0275,240,PrimaryHome,254000
8616,FixedMortgage,245000,0.02875,240,PrimaryHome,245000
8617,FixedMortgage,284000,0.0275,240,PrimaryHome,284000
8618,FixedMortgage,307000,0.0275,240,PrimaryHome,307000
8619,FixedMortgage,220000,0.0275,240,PrimaryHome,220000
8620,FixedMortgage,172000,0.02875,240,PrimaryHome,172000
8621,FixedMortgage,245000,0.0299,216,PrimaryHome,245000
8622,FixedMortgage,433000,0.02875,240,PrimaryHome,433000
8623,FixedMortgage,286000,0.0275,204,PrimaryHome,286000
8624,FixedMortgage,390000,0.0275,240,PrimaryHome,390000
8625,FixedMortgage,75000,0.0299,240,PrimaryHome,75000
8626,FixedMortgage,152000,0.0275,228,PrimaryHome,152000
8627,FixedMortgage,111000,0.0299,240,PrimaryHome,111000
8628,FixedMortgage,440000,0.0299,240,PrimaryHome,440000
8629,FixedMortgage,232000,0.02875,240,PrimaryHome,232000
8630,FixedMortgage,168000,0.02875,240,PrimaryHome,168000
8631,FixedMortgage,100000,0.0299,240,PrimaryHome,100000
8632,FixedMortgage,386000,0.0299,240,PrimaryHome,386000
8633,FixedMortgage,87000,0.0299,240,PrimaryHome,87000
8634,FixedMortgage,224000,0.02875,240,PrimaryHome,224000
8635,FixedMortgage,159000,0.0299,240,PrimaryHome,159000
8636,FixedMortgage,419000,0.02875,240,PrimaryHome,419000
8637,FixedMortgage,306000,0.02875,240,PrimaryHome,306000
8638,FixedMortgage,179000,0.0275,240,PrimaryHome,179000
8639,FixedMortgage,323000,0.02875,240,PrimaryHome,323000
8640,FixedMortgage,139000,0.02875,240,PrimaryHome,139000
8641,FixedMortgage,185000,0.0275,240,PrimaryHome,185000
8642,FixedMortgage,210000,0.0299,240,PrimaryHome,210000
8643,FixedMortgage,247000,0.02875,240,PrimaryHome,247000
8644,FixedMortgage,210000,0.02875,240,PrimaryHome,210000
8645,FixedMortgage,220000,0.02875,240,PrimaryHome,220000
8646,FixedMortgage,387000,0.02875,240,PrimaryHome,388000
8647,FixedMortgage,173000,0.0275,240,PrimaryHome,173000
8648,FixedMortgage,338000,0.0299,240,PrimaryHome,338000
8649,FixedMortgage,182000,0.0299,240,PrimaryHome,182000
8650,FixedMortgage,94000,0.02875,240,PrimaryHome,94000
8651,FixedMortgage,161000,0.0275,204,PrimaryHome,161000
8652,FixedMortgage,249000,0.0299,240,PrimaryHome,249000
8653,FixedMortgage,192000,0.02875,240,PrimaryHome,192000
8654,FixedMortgage,224000,0.0299,240,PrimaryHome,224000
8655,FixedMortgage,165000,0.0299,240,PrimaryHome,165000
8656,FixedMortgage,362000,0.02875,240,PrimaryHome,362000
8657,FixedMortgage,213000,0.02875,240,PrimaryHome,213000
8658,FixedMortgage,97000,0.0299,240,PrimaryHome,97000
8659,FixedMortgage,80000,0.03125,240,PrimaryHome,80000
8660,FixedMortgage,233000,0.0299,240,PrimaryHome,233000
8661,FixedMortgage,379000,0.0275,240,PrimaryHome,380000
8662,FixedMortgage,489000,0.0275,240,PrimaryHome,489000
8663,FixedMortgage,421000,0.0275,240,PrimaryHome,423000
8664,FixedMortgage,197000,0.02875,204,PrimaryHome,197000
8665,FixedMortgage,200000,0.02875,240,PrimaryHome,200000
8666,FixedMortgage,240000,0.02875,240,PrimaryHome,240000
8667,FixedMortgage,224000,0.02875,240,PrimaryHome,224000
8668,FixedMortgage,150000,0.0299,240,PrimaryHome,150000
8669,FixedMortgage,104000,0.0299,240,PrimaryHome,104000
8670,FixedMortgage,245000,0.0275,240,PrimaryHome,245000
8671,FixedMortgage,126000,0.0299,240,PrimaryHome,126000
8672,FixedMortgage,157000,0.0275,240,PrimaryHome,157000
8673,FixedMortgage,219000,0.0299,240,PrimaryHome,219000
8674,FixedMortgage,210000,0.0299,240,PrimaryHome,210000
8675,FixedMortgage,276000,0.0275,240,PrimaryHome,276000
8676,FixedMortgage,158000,0.0299,240,PrimaryHome,158000
8677,FixedMortgage,600000,0.0299,240,PrimaryHome,600000
8678,FixedMortgage,215000,0.0275,240,PrimaryHome,215000
8679,FixedMortgage,295000,0.0275,240,PrimaryHome,295000
8680,FixedMortgage,233000,0.0275,240,PrimaryHome,233000
8681,FixedMortgage,313000,0.02875,240,PrimaryHome,313000
8682,FixedMortgage,276000,0.02875,240,PrimaryHome,276000
8683,FixedMortgage,89000,0.0299,240,PrimaryHome,89000
8684,FixedMortgage,253000,0.02875,240,PrimaryHome,253000
8685,FixedMortgage,255000,0.0299,240,PrimaryHome,255000
8686,FixedMortgage,101000,0.0299,240,PrimaryHome,101000
8687,FixedMortgage,100000,0.02875,240,PrimaryHome,100000
8688,FixedMortgage,192000,0.0275,216,PrimaryHome,192000
8689,FixedMortgage,120000,0.0299,240,PrimaryHome,120000
8690,FixedMortgage,360000,0.02875,240,PrimaryHome,360000
8691,FixedMortgage,200000,0.0299,240,PrimaryHome,200000
8692,FixedMortgage,219000,0.0275,204,PrimaryHome,219000
8693,FixedMortgage,97000,0.0299,240,PrimaryHome,97000
8694,FixedMortgage,194000,0.0299,240,PrimaryHome,194000
8695,FixedMortgage,167000,0.02875,240,PrimaryHome,167000
8696,FixedMortgage,215000,0.0299,240,PrimaryHome,215000
8697,FixedMortgage,99000,0.0299,240,PrimaryHome,99000
8698,FixedMortgage,146000,0.0299,240,PrimaryHome,146000
8699,FixedMortgage,354000,0.0299,240,PrimaryHome,354000
8700,FixedMortgage,160000,0.0299,240,PrimaryHome,160000
8701,FixedMortgage,288000,0.0299,240,PrimaryHome,288000
8702,FixedMortgage,434000,0.0299,240,PrimaryHome,434000
8703,FixedMortgage,420000,0.02875,240,PrimaryHome,420000
8704,FixedMortgage,327000,0.0275,240,PrimaryHome,328000
8705,FixedMortgage,221000,0.02875,240,PrimaryHome,221000
8706,FixedMortgage,153000,0.0299,240,PrimaryHome,153000
8707,FixedMortgage,273000,0.0299,240,PrimaryHome,273000
8708,FixedMortgage,331000,0.0299,240,PrimaryHome,331000
8709,FixedMortgage,213000,0.0299,240,PrimaryHome,213000
8710,FixedMortgage,122000,0.0299,240,PrimaryHome,122000
8711,FixedMortgage,157000,0.02875,240,PrimaryHome,157000
8712,FixedMortgage,247000,0.0299,240,PrimaryHome,247000
8713,FixedMortgage,326000,0.0299,240,PrimaryHome,326000
8714,FixedMortgage,408000,0.0299,240,PrimaryHome,408000
8715,FixedMortgage,436000,0.0299,240,PrimaryHome,439000
8716,FixedMortgage,414000,0.0299,240,PrimaryHome,414000
8717,FixedMortgage,182000,0.0275,228,PrimaryHome,182000
8718,FixedMortgage,128000,0.02875,240,PrimaryHome,128000
8719,FixedMortgage,317000,0.02875,240,PrimaryHome,319000
8720,FixedMortgage,227000,0.0275,240,PrimaryHome,227000
8721,FixedMortgage,152000,0.0299,240,PrimaryHome,152000
8722,FixedMortgage,257000,0.02875,240,PrimaryHome,257000
8723,FixedMortgage,259000,0.02875,228,PrimaryHome,259000
8724,FixedMortgage,274000,0.0299,240,PrimaryHome,274000
8725,FixedMortgage,87000,0.0275,240,PrimaryHome,87000
8726,FixedMortgage,244000,0.0275,240,PrimaryHome,244000
8727,FixedMortgage,129000,0.02875,240,PrimaryHome,129000
8728,FixedMortgage,694000,0.025,240,PrimaryHome,694000
8729,FixedMortgage,265000,0.0275,240,PrimaryHome,265000
8730,FixedMortgage,305000,0.0299,240,PrimaryHome,305000
8731,FixedMortgage,300000,0.0275,240,PrimaryHome,300000
8732,FixedMortgage,175000,0.0299,240,PrimaryHome,175000
8733,FixedMortgage,125000,0.02875,240,PrimaryHome,125000
8734,FixedMortgage,261000,0.0275,240,PrimaryHome,261000
8735,FixedMortgage,308000,0.0275,240,PrimaryHome,308000
8736,FixedMortgage,397000,0.0275,240,PrimaryHome,397000
8737,FixedMortgage,226000,0.0275,240,PrimaryHome,226000
8738,FixedMortgage,397000,0.0275,240,PrimaryHome,397000
8739,FixedMortgage,363000,0.0275,192,PrimaryHome,363000
8740,FixedMortgage,212000,0.0299,240,PrimaryHome,212000
8741,FixedMortgage,269000,0.02875,240,PrimaryHome,269000
8742,FixedMortgage,132000,0.0299,240,PrimaryHome,132000
8743,FixedMortgage,421000,0.02875,240,PrimaryHome,421000
8744,FixedMortgage,333000,0.02875,240,PrimaryHome,333000
8745,FixedMortgage,164000,0.0299,240,PrimaryHome,164000
8746,FixedMortgage,200000,0.02875,240,PrimaryHome,200000
8747,FixedMortgage,230000,0.02875,240,PrimaryHome,230000
8748,FixedMortgage,148000,0.02875,240,PrimaryHome,148000
8749,FixedMortgage,311000,0.0275,240,PrimaryHome,312000
8750,FixedMortgage,144000,0.0299,240,PrimaryHome,145000
8751,FixedMortgage,146000,0.0299,240,PrimaryHome,146000
8752,FixedMortgage,346000,0.0275,216,PrimaryHome,346000
8753,FixedMortgage,210000,0.02875,240,PrimaryHome,210000
8754,FixedMortgage,143000,0.0275,240,PrimaryHome,143000
8755,FixedMortgage,467000,0.02875,240,PrimaryHome,467000
8756,FixedMortgage,143000,0.0299,240,PrimaryHome,143000
8757,FixedMortgage,252000,0.0275,240,PrimaryHome,252000
8758,FixedMortgage,113000,0.0299,240,PrimaryHome,113000
8759,FixedMortgage,116000,0.0299,240,PrimaryHome,116000
8760,FixedMortgage,205000,0.02875,240,PrimaryHome,205000
8761,FixedMortgage,302000,0.0299,240,PrimaryHome,302000
8762,FixedMortgage,434000,0.0299,204,PrimaryHome,434000
8763,FixedMortgage,268000,0.02875,240,PrimaryHome,269000
8764,FixedMortgage,128000,0.0299,204,PrimaryHome,128000
8765,FixedMortgage,153000,0.0275,240,PrimaryHome,153000
8766,FixedMortgage,196000,0.02875,240,PrimaryHome,196000
8767,FixedMortgage,140000,0.0275,240,PrimaryHome,140000
8768,FixedMortgage,542000,0.0275,240,PrimaryHome,542000
8769,FixedMortgage,130000,0.0275,204,PrimaryHome,130000
8770,FixedMortgage,76000,0.02875,240,PrimaryHome,76000
8771,FixedMortgage,198000,0.02875,240,PrimaryHome,198000
8772,FixedMortgage,260000,0.0275,240,PrimaryHome,260000
8773,FixedMortgage,276000,0.0299,240,PrimaryHome,276000
8774,FixedMortgage,148000,0.0299,240,PrimaryHome,148000
8775,FixedMortgage,133000,0.02875,240,PrimaryHome,133000
8776,FixedMortgage,135000,0.0275,240,PrimaryHome,135000
8777,FixedMortgage,101000,0.0275,240,PrimaryHome,101000
8778,FixedMortgage,101000,0.02875,240,PrimaryHome,101000
8779,FixedMortgage,90000,0.0275,240,PrimaryHome,90000
8780,FixedMortgage,395000,0.0299,240,PrimaryHome,395000
8781,FixedMortgage,357000,0.0275,240,PrimaryHome,357000
8782,FixedMortgage,234000,0.02875,240,PrimaryHome,234000
8783,FixedMortgage,146000,0.0299,240,PrimaryHome,146000
8784,FixedMortgage,105000,0.0275,240,PrimaryHome,105000
8785,FixedMortgage,154000,0.0275,240,PrimaryHome,154000
8786,FixedMortgage,119000,0.02875,240,PrimaryHome,119000
8787,FixedMortgage,139000,0.0299,240,PrimaryHome,139000
8788,FixedMortgage,175000,0.0299,240,PrimaryHome,175000
8789,FixedMortgage,175000,0.02875,240,PrimaryHome,175000
8790,FixedMortgage,294000,0.0275,240,PrimaryHome,294000
8791,FixedMortgage,264000,0.0299,240,PrimaryHome,264000
8792,FixedMortgage,366000,0.02875,240,PrimaryHome,366000
8793,FixedMortgage,463000,0.0275,204,PrimaryHome,463000
8794,FixedMortgage,448000,0.0275,240,PrimaryHome,448000
8795,FixedMortgage,348000,0.02875,240,PrimaryHome,348000
8796,FixedMortgage,449000,0.02875,240,PrimaryHome,456000
8797,FixedMortgage,480000,0.02875,240,PrimaryHome,480000
8798,FixedMortgage,153000,0.02875,240,PrimaryHome,153000
8799,FixedMortgage,435000,0.0275,240,PrimaryHome,435000
8800,FixedMortgage,340000,0.0299,240,PrimaryHome,340000
8801,FixedMortgage,216000,0.0275,240,PrimaryHome,216000
8802,FixedMortgage,320000,0.0299,240,PrimaryHome,320000
8803,FixedMortgage,333000,0.0275,240,PrimaryHome,333000
8804,FixedMortgage,354000,0.02875,240,PrimaryHome,355000
8805,FixedMortgage,160000,0.03125,240,PrimaryHome,163000
8806,FixedMortgage,203000,0.02875,211,PrimaryHome,203000
8807,FixedMortgage,299000,0.02999,240,PrimaryHome,299000
8808,FixedMortgage,114000,0.0275,240,PrimaryHome,114000
8809,FixedMortgage,220000,0.02999,240,PrimaryHome,220000
8810,FixedMortgage,476000,0.02875,240,PrimaryHome,476000
8811,FixedMortgage,138000,0.02999,240,PrimaryHome,138000
8812,FixedMortgage,179000,0.02999,240,PrimaryHome,179000
8813,FixedMortgage,315000,0.0275,240,PrimaryHome,315000
8814,FixedMortgage,217000,0.0275,240,PrimaryHome,217000
8815,FixedMortgage,429000,0.02769,240,PrimaryHome,429000
8816,FixedMortgage,195000,0.02875,240,PrimaryHome,195000
8817,FixedMortgage,235000,0.02875,240,PrimaryHome,235000
8818,FixedMortgage,335000,0.02875,240,PrimaryHome,335000
8819,FixedMortgage,424000,0.02875,240,PrimaryHome,424000
8820,FixedMortgage,394000,0.02999,240,PrimaryHome,394000
8821,FixedMortgage,320000,0.02875,240,PrimaryHome,320000
8822,FixedMortgage,290000,0.0299,240,PrimaryHome,290000
8823,FixedMortgage,151000,0.0275,240,PrimaryHome,151000
8824,FixedMortgage,264000,0.02875,240,PrimaryHome,264000
8825,FixedMortgage,267000,0.02875,240,PrimaryHome,267000
8826,FixedMortgage,147000,0.02954,240,PrimaryHome,147000
8827,FixedMortgage,265000,0.02999,240,PrimaryHome,265000
8828,FixedMortgage,240000,0.02999,240,PrimaryHome,240000
8829,FixedMortgage,148000,0.03,240,PrimaryHome,148000
8830,FixedMortgage,294000,0.02756,240,PrimaryHome,294000
8831,FixedMortgage,294000,0.02875,240,PrimaryHome,294000
8832,FixedMortgage,262000,0.02875,240,PrimaryHome,262000
8833,FixedMortgage,350000,0.02875,240,PrimaryHome,350000
8834,FixedMortgage,178000,0.02875,240,PrimaryHome,178000
8835,FixedMortgage,365000,0.03,231,PrimaryHome,365000
8836,FixedMortgage,118000,0.02875,240,PrimaryHome,118000
8837,FixedMortgage,321000,0.02625,240,PrimaryHome,321000
8838,FixedMortgage,163000,0.02875,227,PrimaryHome,163000
8839,FixedMortgage,150000,0.0275,240,PrimaryHome,150000
8840,FixedMortgage,382000,0.0275,240,PrimaryHome,382000
8841,FixedMortgage,371000,0.0275,240,PrimaryHome,371000
8842,FixedMortgage,400000,0.0299,240,PrimaryHome,400000
8843,FixedMortgage,374000,0.0275,240,PrimaryHome,374000
8844,FixedMortgage,468000,0.02625,240,PrimaryHome,468000
8845,FixedMortgage,370000,0.0299,240,PrimaryHome,370000
8846,FixedMortgage,360000,0.02625,240,PrimaryHome,360000
8847,FixedMortgage,552000,0.0275,240,PrimaryHome,552000
8848,FixedMortgage,380000,0.02625,240,PrimaryHome,380000
8849,FixedMortgage,228000,0.02875,240,PrimaryHome,228000
8850,FixedMortgage,441000,0.02875,240,PrimaryHome,441000
8851,FixedMortgage,304000,0.0299,240,PrimaryHome,304000
8852,FixedMortgage,143000,0.0299,240,PrimaryHome,143000
8853,FixedMortgage,141000,0.03125,240,PrimaryHome,141000
8854,FixedMortgage,342000,0.02875,240,PrimaryHome,342000
8855,FixedMortgage,210000,0.02875,240,PrimaryHome,210000
8856,FixedMortgage,173000,0.03,240,PrimaryHome,173000
8857,FixedMortgage,257000,0.03,240,PrimaryHome,257000
8858,FixedMortgage,318000,0.02875,240,PrimaryHome,318000
8859,FixedMortgage,343000,0.0275,240,PrimaryHome,345000
8860,FixedMortgage,478000,0.0275,240,PrimaryHome,480000
8861,FixedMortgage,316000,0.0275,240,PrimaryHome,316000
8862,FixedMortgage,270000,0.03,240,PrimaryHome,270000
8863,FixedMortgage,348000,0.02625,240,PrimaryHome,348000
8864,FixedMortgage,263000,0.02625,240,PrimaryHome,263000
8865,FixedMortgage,282000,0.02875,240,PrimaryHome,282000
